Dam Name,Other Names,NID ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Outlet Gate Type,Data Last Updated,Inspection Frequency,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,Has Photo?,damid,LegacyNumb,DCR_Watershed_SqMi,SVI_TotalPop_InZone,SVI_Pop_POV150,SVI_Pop_AGE65,SVI_Pop_DISABL,SVI_Pop_NOVEH,DCR_EP_Status,Inspection_Date_Final,Condition_Final,Hazard_Final,In Fathom 100yr Flood Zone,In Fathom 500yr Flood Zone,D1_Hazard_Score,Needs_Hazard_Classification,D2_Flood_Score,D3_Watershed_Score,D4_Impact_Score,D5_DataQuality_Score,Triage_Score,Priority_Band
Ladysmith Lake Dam,,VA033050,VA033050,Lake Caroline Property Owners Assoc.,Private,Private,0,No,,Recreation,Recreation,Virginia,33050,37.9846,-77.5313,Caroline,Fredericksburg,0.04,TR-LAKE CAROLINE,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,31,,,31,25-50 feet,300,,,Undetermined,204,204,88,16,0.17,,,,,12/4/2022,3,Yes,3/19/2012,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/9/2021,No,No,345,3350,0.177371278,4957,681,782,357,57,Archive,7/21/2025 0:00,Fair,Significant,0,0,59.44,0,0,30.69,82.29,40.5,43.04,Moderate
Fitzgerald Dam,,VA029028,VA029028,Joseph and Florence Fitzgerald,Private,Private,0,No,USDA NRCS,Recreation,Recreation,Virginia,29028,37.6878,-78.5279,Buckingham,Buckingham,0,TR-LITTLE ROCK ISLAND CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,30,,,30,25-50 feet,310,,,Undetermined,32,32,20,,0.13,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,292,2928,0.127166033,3453,1127,862,744,73,<Null>,,Not Rated,Unknown,1,1,47.16,1,75,24.18,84.49,84.25,58.16,High
Crab Orchard Creek Dam,02100dd036,VA021002,VA021002,"IMOK, LLC",Private,Private,0,No,,Recreation,Recreation,Virginia,21002,37.1071,-81.1326,Bland,Wytheville,1,CRAB ORCHARD CREEK,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,50,,,50,51-100 feet,510,,,Undetermined,550,550,355,17.5,4.98,,,,,12/4/2022,1,Yes,8/14/2014,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,No,224,2102,5.0116024,2303,302,676,532,60,Approved,5/6/2025 0:00,Satisfactory,High,0,0,82.13,0,0,89.48,78.01,25,61,High
Royal Virginia Golf Club Dam,,VA075033,VA075033,Royal Virginia Golf Club,Private,Private,0,No,,,,Virginia,75033,37.8301,-78.0148,Goochland,Louisa,13.3,trib. Little Byrd Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,25,,,25,25-50 feet,,,,Undetermined,62,62,,,0.83,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,668,7533,0.833610833,4498,418,926,604,32,<Null>,,Not Rated,Unknown,0,0,47.17,1,0,65.62,80.73,84.25,52.77,High
Bonaventure Dam,"Chaney Creek Dam, 16700dd027",VA167004,VA167004,The Forest Land Group,Private,Private,0,No,,Water Supply,Water Supply,Virginia,167004,36.9479,-82.1957,Russell,Lebanon,2,CHANEY CREEK,"Virginia, Congressional District 09",Yes,Yes,Department of Energy,Yes,Yes,Yes,No,No,,Earth,Earth,,,52,,,52,51-100 feet,,,,Undetermined,2240,2240,1260,88.8,7.58,,,,,12/4/2022,,Yes,11/4/2010,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2449,16704,7.59912491,2154,1162,435,881,107,Archive,,Not Rated,Unknown,1,1,53.78,1,75,92.86,82.74,64.25,74.63,High
Wildwood Dam # 3,,VA031016,VA031016,Wildwood Area Recreation Association (WARA),Private,Private,0,No,USDA NRCS,Recreation,Recreation,Virginia,31016,37.3005,-79.265,Campbell,Lynchburg,0,TR-BUFFALO CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,24,,,24,Less than 25 feet,,,,Undetermined,129,129,54,,0.21,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,6/18/2022,No,No,1916,3116,0.210293114,5828,825,746,787,118,Development,,Not Rated,"High, Prelim",0,0,77.79,0,0,34.15,86.55,84.25,53.72,High
Mcgeorge Pond Dam,,VA101030,VA101030,Elizabeth Olmsted;Rowen Perry,Private,Private,0,No,,Recreation,Recreation,Virginia,101030,37.8206,-77.2117,King William,Tappahannock,20.7,trib. Fork Bridge Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,17,,,17,Less than 25 feet,,,,Undetermined,152,152,,,4.07,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,969,10130,4.07082891,6441,548,1037,750,42,Development,10/24/2022 0:00,Poor,"Significant, Prelim",1,1,56.89,0,75,87.39,84.02,70.5,74.92,High
Connellee Dam,,VA159009,VA159009,Gruver Robert H & Elsie C Trustees;Gruver Robert H & Elsie C Trustees,Private,Private,,No,,Recreation,Recreation,Virginia,159009,38.0005,-76.7728,Richmond,Tappahannock,6.9,Muddy Run,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,12,12,12,12,Less than 25 feet,,,,Undetermined,115,115,,24,6.67,,,,,12/4/2022,3,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,1689,15909,6.6759944,5502,1198,1224,784,147,<Null>,2/25/2021 0:00,Poor,Significant,1,1,55.32,0,75,91.93,88.76,78,77.36,Critical
Beatties Mill Dam,Beaties Millpond,VA085035,VA085035,Amanda P. Garthright,Private,Private,0,No,,Recreation,Recreation;Other,Virginia,85035,37.6214,-77.2502,Hanover,Richmond,11.6,Sandy Valley Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,18,,,18,Less than 25 feet,400,,,Undetermined,107,107,,,4.15,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,809,8535,4.15167046,3434,317,897,401,0,<Null>,1/16/2023 0:00,Fair,"Low, Prelim",0,1,36.32,0,40,87.7,69.98,63,59.3,High
Henry Pack Dam,011dd025,VA011009,VA011009,"PACK, HENRY B TRUST",Private,Private,0,No,,Recreation,Recreation,Virginia,11009,37.3823,-78.828,Appomattox,Appomattox,1.9,Unnamed tributary to Appomattox River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,25,,,25,25-50 feet,375,,,Undetermined,88.9,88.9,44.25,5.9,0.27,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3020,1109,0.266845882,3464,726,682,450,52,<Null>,,Not Rated,Unknown,1,1,47.55,1,75,39.39,81.13,84.25,61.39,High
Green Rock Dam,John Moses Dam (171dd003),VA171011,VA171011,Robert Edgar & Kristin Lynn Lohfeld Jr.,Private,Private,0,No,,Other,Other,Virginia,171011,38.997,-78.5233,Shenandoah,Woodstock,8,Fowlers Run,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,27,,,27,25-50 feet,,,,Undetermined,23.01,23.01,16.4,1.8,0.83,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3462,17111,0.827434242,3460,496,891,504,28,<Null>,,Not Rated,Unknown,1,1,46.42,1,75,65.5,79.47,84.25,67.3,High
Ralph Reynolds Dam,011dd008,VA011012,VA011012,"REYNOLDS, RALPH D SR & ANN M",Private,Private,0,No,,Recreation,Recreation,Virginia,11012,37.4487,-78.7674,Appomattox,Appomattox,6.9,David Creek (direct),"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,26,,,26,25-50 feet,275,,,Undetermined,55.12,55.12,41.58,4.52,0.23,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3023,1112,0.232231736,4755,830,1157,639,83,<Null>,,Not Rated,Unknown,1,1,47.19,1,75,36.2,85.43,84.25,61.36,High
Pedlar River Dam,Lynchburg Reservoir,VA009005,VA009005,"City of Lynchburg, Department of Water Resources",Local Government,Local Government,0,No,,Water Supply,Water Supply;Recreation,Virginia,9005,37.6693,-79.2776,Amherst,Lexington,12,PEDLAR RIVER,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Gravity,Gravity,,,87,,,87,51-100 feet,312,,,Undetermined,4300,4300,3170,125,32.2,,,,,12/4/2022,1,Yes,12/17/2021,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,No,1963,905,41.2069588,4885,1392,1110,652,85,Approved,11/7/2025 0:00,Satisfactory,High,1,1,86.46,0,75,98.56,86.88,14.5,80.08,Critical
Shelhorse Dam,,VA143038,VA143038,"Kenneth D. & Sherry H. Moss;Windy Acres Nursery, Inc.",Private,Private,0,No,,Recreation,Recreation;Irrigation,Virginia,143038,36.9298,-79.3963,Pittsylvania,Danville,0,TR-WHITEHORN CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,18,,,18,Less than 25 feet,,,,Undetermined,72,72,34,,0.15,,,,,12/4/2022,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/9/2021,No,No,1383,14338,0.190761298,2644,977,850,672,124,Development,,Not Rated,"High, Prelim",1,1,76.1,0,75,32.44,84.14,68.25,65.79,High
Lower Groves Dam,,VA127020,VA127020,Barney Groves,Private,Private,0,No,,Recreation,Recreation,Virginia,127020,37.5773,-77.1141,New Kent,Richmond,17.8,trib. Northern Branch of Black Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,24,,,24,Less than 25 feet,250,,,Undetermined,58,58,,,0.31,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,1256,12721,0.306919307,6999,304,1340,813,48,<Null>,,Not Rated,Unknown,1,1,46.94,1,75,42.49,83.77,84.25,62.54,High
James Dam,James Pond Dam,VA033012,VA033012,Louis Pedemonte,Private,Private,0,No,,Recreation,Recreation,Virginia,33012,37.9943,-77.6402,Spotsylvania,Louisa,0.04,TR-NORTH ANNA RIVER,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,23,,,23,Less than 25 feet,500,,,Undetermined,165,165,,11,1.46,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,,,0.039787881,,,,,,,7/18/2006,Not Rated,Unknown,0,0,47.9,1,0,6.38,0,84.25,22,Low
The Fields Dam @ Cold Harbor,The Fields @ Cold Harbor,VA085056,VA085056,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,85056,37.5679,-77.269,Hanover,Richmond,9.3,trib. Elder Swamp,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,17,,,17,Less than 25 feet,500,,,Undetermined,62,62,,,0.27,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2267,8556,0.269590884,3434,317,897,401,0,<Null>,,Not Rated,Unknown,0,0,45.73,1,0,39.93,69.98,84.25,43.84,Moderate
South Walker Refuge Dam,London Wildlife Refuge,VA097022,VA097022,,Not Listed,Not Listed,0,No,,,,Virginia,97022,37.7133,-76.9904,King and Queen,Tappahannock,16.3,trib. Mataponi River,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,15,,,15,Less than 25 feet,,,,Undetermined,52,52,,,0.45,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,927,9722,0.452621341,3849,945,768,580,73,<Null>,,Not Rated,Unknown,0,0,45.09,1,0,51.22,83.71,84.25,49.24,Moderate
Stoney Pond Dam,"Chastain Dam, Stoney Run",VA075029,VA075029,"Chastain, Inc.",Private,Private,0,No,,Recreation,Recreation,Virginia,75029,37.6232,-77.767,Goochland,Richmond,0.5,Stoney Run,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,26,,,26,25-50 feet,350,,,Undetermined,246,246,187,18.9,0.94,,,,,12/4/2022,3,Yes,7/15/2004,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/10/2021,No,No,664,7529,0.939342141,4942,235,996,457,13,Archive,3/22/2017 0:00,Satisfactory,Significant,1,1,58.98,0,75,67.83,77.17,48,66.94,High
Hobby Hill Dam,,VA760006,VA760006,City of Richmond Department of Public Utilities,Local Government,Local Government,0,No,,Recreation,Recreation,Virginia,760006,37.5425,-77.5836,Richmond City,Richmond,8.1,TR-JAMES RIVER,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,25,25,25,25,25-50 feet,,,,Undetermined,64.7,64.7,44.7,4.9,0.14,,,,,12/4/2022,1,No,,https://damsafety.org/virginia,Under Remediation,3/10/2021,No,No,2705,76006,0.143206343,5412,604,1902,743,52,Development,7/25/2025 0:00,Fair,High,0,0,77.21,0,0,26.15,85.27,62.5,49.14,Moderate
Club Dam,Licking Creek Lake,VA041016,VA041016,Marlou Forest LLC;Marlou Forest Llc,Private,Private,0,No,,Recreation,Recreation,Virginia,41016,37.4331,-77.5369,Chesterfield,Richmond,9.3,LICKING CREEK,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,22,,,22,Less than 25 feet,230,,,Undetermined,100,100,53,17,,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2093,4116,,4752,257,551,504,36,<Null>,,Not Rated,"Low, Prelim",1,1,37,0,75,50,78.58,84.25,60.89,High
Upper Blandemar Dam,,VA003064,VA003064,"Van Vranken, Margaret M.",Private,Private,0,No,,Recreation,Recreation,Virginia,3064,38.1335,-78.4801,Albemarle,Charlottesville,7.2,trib. N. Fk. Hardware River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,22,,,22,Less than 25 feet,,,,Undetermined,50,50,,,0.54,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,62,64,0.54389447,3158,98,765,286,0,<Null>,,Not Rated,Unknown,0,0,46.46,1,0,55.65,65.67,84.25,47.09,Moderate
Island Creek Dam,,VA059112,VA059112,"Island Creek Homeowners Association, Inc.",Private,Private,0,No,,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond,Virginia,59112,38.7509,-77.1707,Fairfax,Alexandria,0.5,Long Branch tributary,"Virginia, Congressional District 11",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,40,,,40,25-50 feet,720,,,Undetermined,70.07,70.07,22.28,2.15,0.06,,,,,12/4/2022,3,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2988,795,0.0632715,5385,129,763,559,12,<Null>,,Not Rated,Significant,0,0,59.27,0,0,14.51,75.66,84.25,42,Moderate
Bear Creek Dam,,VA049002,VA049002,Department of Conservation & Recreation - Division of State Parks,State,State,0,No,"Stantec Consulting Services, Inc.",Recreation,Recreation,Virginia,49002,37.5324,-78.2763,Cumberland,Buckingham,3,BEAR CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,32,,,32,25-50 feet,180,,1939,1930-1939,1090,1090,508,52,6.5,,,,,12/4/2022,3,Yes,2/26/2020,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",4/7/2021,No,No,405,4902,6.45848322,3967,686,834,666,137,Approved,11/13/2025 0:00,Satisfactory,Significant,1,1,61.36,0,75,91.7,84.89,27,72.94,High
Mountain Valley Lake Dam,"Foley Dam, 08900dd157",VA089019,VA089019,David Haney,Private,Private,0,No,,Recreation,Recreation,Virginia,89019,36.7152,-79.7241,Henry,Martinsville,6,Leatherwood Creek,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,42,,,42,25-50 feet,540,,,Undetermined,351,351,289,17,0.69,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,881,8919,0.683178902,3826,798,793,626,41,<Null>,,Not Rated,"Low, Prelim",1,1,40.78,0,75,61.12,82.15,84.25,65.33,High
Lake Sherman,Prettit Dam,VA109014,VA109014,Bill Taylor,Private,Private,0,No,,Recreation,Recreation,Virginia,109014,37.9758,-77.8263,Louisa,Louisa,0.05,trib.  NORTH FORK LITTLE RIVER,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,16,,,16,Less than 25 feet,,,,Undetermined,289,289,190,,5.53,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,1116,10914,5.52994537,5051,1112,1074,1099,0,<Null>,,Not Rated,Unknown,1,1,47.15,1,75,90.38,77.01,84.25,73.21,High
Sweet Briar College - Lower Dam,,VA009019,VA009019,Sweet Briar College,Private,Private,0,No,,Water Supply,Water Supply;Recreation,Virginia,9019,37.5648,-79.0804,Amherst,Lynchburg,3,TR-WILLIAMS CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Gravity,Gravity,,,32,,,32,25-50 feet,294,,,Undetermined,177,177,142,12,1,,,,,12/4/2022,1,Yes,1/31/2022,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,No,1977,919,1.01602972,4789,1073,1155,645,55,Approved,2/26/2025 0:00,Fair,High,1,1,79.21,0,75,69.58,85.19,22,71.44,High
Douthat Lake Dam,,VA017001,VA017001,Department of Conservation & Recreation - Division of State Parks,State,State,0,No,"Stantec Consulting Services, Inc.",Recreation,Recreation,Virginia,17001,37.9037,-79.8039,Bath,Covington,6,WILSON CREEK,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,55,,,55,51-100 feet,1398,,,Undetermined,1328,1328,895,47.3,17.02,,,,,12/4/2022,1,Yes,5/1/2016,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,No,149,1701,16.9827652,1759,435,620,356,5,Approved,7/11/2023 0:00,Satisfactory,High,1,1,83.44,0,75,96.62,71.58,26.5,76.98,Critical
Lucas Trust Dam,011dd040,VA011010,VA011010,"LUCAS FAMILY TRUST LUCAS, THOMAS K",Private,Private,0,No,,Recreation,Recreation,Virginia,11010,37.3478,-78.6485,Appomattox,Appomattox,9.1,Appomattox River (direct),"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,16,,,16,Less than 25 feet,550,,,Undetermined,70.78,70.78,57.51,11.06,0.15,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3021,1110,0.152671754,4021,1379,777,633,68,<Null>,,Not Rated,Unknown,1,1,45.65,1,75,27.75,84.88,84.25,58.75,High
Shanondale Road Dam,,VA107075,VA107075,"Williams, Michael & Gina Schaecher",Private,Private,0,No,,Recreation,Recreation,Virginia,107075,39.1958,-77.758,Loudoun,Leesburg,1,North Fork Catoctin Creek tributary.,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,20,,,20,Less than 25 feet,575,,,Undetermined,113.3,113.3,23.5,4.9,2.19,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,1094,10775,2.19525623,6241,251,994,577,12,Development,,Not Rated,"Significant, Prelim",1,1,57.17,0,75,80.25,78.49,84.25,73.48,High
Lake Innsbrook,Upper Dam @ Innsbrook,VA087029,VA087029,Highwoods Property,Private,Private,0,No,Timmons Group,Recreation,Recreation,Virginia,87029,37.6541,-77.5818,Henrico,Richmond,11.2,Rooty Branch,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,22,,,22,Less than 25 feet,,,,Undetermined,92,92,,,0.41,,,,,12/4/2022,3,Yes,7/22/2022,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,No,860,8729,0.409886748,4228,223,488,159,13,Approved,6/1/2023 0:00,Fair,Significant,0,0,57.31,0,0,49.17,72.97,29.5,44.16,Moderate
Reservoir #1,Hermitage Cc (Nw),VA075008,VA075008,"Hermitage Country Club, Inc.",Private,Private,0,No,USDA NRCS,Irrigation,Irrigation,Virginia,75008,37.6453,-77.706,Goochland,Richmond,0.4,BROAD BRANCH,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,28,,,28,25-50 feet,485,,,Undetermined,360,360,213,25,0.75,,,,,12/4/2022,6,Yes,10/28/2021,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/9/2021,No,No,643,7508,,3868,257,1248,569,94,Approved,9/5/2019 0:00,Fair,Low,1,1,39.27,0,75,63.17,81.85,45,61.48,High
Central Va. Water Storage Corporation,,VA029040,VA029040,Central Virginia Water Storage Company,Public Utility,Public Utility,0,No,,Other,Other,Virginia,29040,37.6841,-78.2721,Buckingham,Buckingham,18.1,TR-JAMES RIVER,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,65,,,65,51-100 feet,3700,,,Undetermined,816,816,708.6,20.9,0.03,,,,,12/4/2022,6,Yes,10/27/2021,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,No,1906,2940,0.020890305,3238,696,636,606,32,Approved,12/12/2025 0:00,Fair,Low,1,1,43.36,0,75,1.13,80.13,22,44.35,Moderate
Walker'S Dam,Chicahominy River Lake,VA127015,VA127015,City of Newport News - Waterworks Department,Public Utility,Public Utility,0,No,,Water Supply,Water Supply,Virginia,127015,37.4066,-76.9381,Charles City,Williamsburg,10,Chickahominy,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Concrete,Concrete,,,28,,,28,25-50 feet,1480,,,Undetermined,7500,7500,4200,420,100,,,,,12/4/2022,6,No,,https://damsafety.org/virginia,Normal Operations,3/8/2021,No,No,,,0.039787881,,,,,,,11/10/2021,Fair,Low,0,0,42.53,0,0,6.38,0,60,18.23,Low
Byllesby,,VA035001,VA035001,Appalachian Power Company,Public Utility,Public Utility,1,No,,Hydroelectric,Hydroelectric;Recreation,Federal Energy Regulatory Commission,02514-01-01,36.786059,-80.932949,Carroll,Austinville,7,New River,"Virginia, Congressional District 09",No,No,,No,No,No,Yes,No,,Gravity,Gravity;Concrete,Concrete,Rock,47,56,63,63,51-100 feet,970,,1912,1910-1919,2034,2034,2034,242,1310,436000,Controlled,656,Other Controlled1;Tainter (radial)6,8/24/2023,1,Yes,12/21/2022,https://www.ferc.gov/dam-safety-and-inspections,Under Remediation,8/23/2023,No,No,,,0.039787881,,,,,,,8/24/2021,Fair,High,1,1,84.42,0,75,6.38,0,39.5,41.65,Moderate
Mattawan Dam,Pine Slash Dam,VA085039,VA085039,Pine Slash Homeonwers Association,Private,Private,0,No,,Recreation,Recreation,Virginia,85039,37.6573,-77.3225,Hanover,Richmond,25,TR-TOTOPOTOMY CREEK,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,26,,,26,25-50 feet,100,,,Undetermined,170,170,125,12,0.9,,,,,12/4/2022,,Yes,4/26/2006,https://damsafety.org/virginia,Not Applicable,3/10/2021,No,No,813,8539,0.928856075,4680,95,644,426,10,Approved,3/11/2024 0:00,Unsatisfactory,Low,1,1,38.19,0,75,67.37,73.1,55.5,61.56,High
Market Center Pond 1 Dam,,VA153030,VA153030,,Not Listed,Not Listed,0,No,,Flood Risk Reduction,Flood Risk Reduction,Virginia,153030,38.822,-77.6394,Prince William,Manassas,10.1,TR-Little Bun Run,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,38,,,38,25-50 feet,470,,,Undetermined,175,175,2.4,0.93,0.16,,,,,12/4/2022,3,Yes,11/26/2019,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,No,1664,15330,,6476,168,651,416,0,Approved,12/17/2024 0:00,Satisfactory,Significant,0,0,60.05,0,0,28.58,70.13,19,38.08,Moderate
Oliver Dam,,VA107016,VA107016,Woodmar Farm Conservancy,Private,Private,0,No,USDA NRCS,Recreation,Recreation,Virginia,107016,39.1178,-77.7345,Loudoun,Leesburg,0,TR-North Fork Goose Creek,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,44,,,44,25-50 feet,480,,,Undetermined,337,337,193,14.6,0.6,,,,,12/4/2022,3,Yes,12/22/2014,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,No,1019,10716,0.602530956,5495,69,565,313,0,Archive,7/26/2013 0:00,Satisfactory,Significant,1,1,61.31,0,75,58.09,66.4,47.5,62.88,High
Elk Garden Lake Dam,,VA019030,VA019030,"Elk Garden Club, Inc.",Private,Private,0,No,AMT Engineering,Recreation,Recreation,Virginia,19030,37.4223,-79.5009,Bedford,Lynchburg,1,TRIB-BOYLE CREEK,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,30,,,30,25-50 feet,300,,,Undetermined,83,83,66,6.24,0.14,,,,,12/4/2022,1,Yes,3/5/2011,https://damsafety.org/virginia,Under Remediation,2/17/2021,No,No,192,1930,0.148455843,3666,481,1036,415,56,Archive,4/26/2010,Not Rated,High,1,1,78.16,0,75,26.93,81.08,71.25,64.61,High
