Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,American Indian/Alaska Native/Native Hawaiian,Dam Status,Deleted Reason,Has Photo?,FEMA_Flood_Zone,FEMA_Zone_Subtype,FEMA_In_SFHA,Flood_Risk_Category,Snap_Distance_m,NHD_Snap_Flag,NHD_Snap_Source,NHD_River_Name,NHD_Permanent_ID,HUC8_Code,HUC8_Name,HUC12_Code,HUC12_Name,Valid_Snap,County_Population
Cherry Hill Dam,,,VA003086,,VA003086,,Not Listed,Not Listed,0.0,No,,,,,Virginia,3086,38.044,-78.5744,Virginia,Albemarle,,,trib. Ivy Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,23.0,,,23,Less than 25 feet,,,,Undetermined,,53.0,53.0,,,0.65,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,,66114524,2080204.0,Rivanna,20802040202.0,Little Ivy Creek-Ivy Creek,True,112513
Perch Dam #1,061dd114,,VA061109,,VA061109,PERCH ASSOCIATES LIMITED PARTNERSHIP,Private,Private,0.0,No,,,,,Virginia,61109,38.8196,-77.7737,Virginia,Fauquier,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,30.0,,,30,25-50 feet,,,,Undetermined,,22.08,22.08,16.6,1.6,0.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,2.6034841057747973,OK,WATERBODY,,46564995,2070010.0,Middle Potomac-Anacostia-Occoquan,20700100501.0,Trapp Branch-Broad Run,True,73290
Horners Dam,,,VA193005,,VA193005,Edward Mella;Jeanne Mella,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,193005,38.1133,-76.9487,Virginia,Westmoreland,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,18.0,,,18,Less than 25 feet,,,,Undetermined,,550.0,550.0,,,5.4,,,,,,,,,,12/4/2022,3/20/2022,,Undetermined,Satisfactory,3/20/2022,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,True,High,15.693530475475573,OK,FLOWLINE,,123118280,2080104.0,Lower Rappahannock,20801040303.0,Peedee Creek-Rappahannock River,True,18480
Katherine Owens Dam,061dd156,,VA061091,,VA061091,"OWENS, KATHERINE M TRUSTEE",Private,Private,0.0,No,,,,,Virginia,61091,38.7502,-77.8502,Virginia,Fauquier,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,23.0,,,23,Less than 25 feet,375.0,,,Undetermined,,102.78,102.78,60.54,6.44,0.56,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,6.519421829765667,OK,WATERBODY,,590fb0bb-4087-4829-9bd4-076625ab5106,2080103.0,Rapidan-Upper Rappahannock,20801030203.0,Great Run-Rappahannock River,True,73290
Crostick Dam,,,VA041025,,VA041025,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,41025,37.3245,-77.5539,Virginia,Chesterfield,,,SECOND BRANCH,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Buttress,Buttress,,,15.0,,,15,Less than 25 feet,,,,Undetermined,,60.0,60.0,40.0,,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,True,High,1.222290602907786,OK,WATERBODY,Crostick Millpond,61496171,2080207.0,Appomattox,20802070903.0,Second Branch-Licking Creek,True,366019
Windbourne Dam,,,VA175004,,VA175004,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,175004,36.5532,-77.0187,Virginia,Southampton,,0.0,WHITLEY BRANCH,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,10.0,10.0,10.0,10,Less than 25 feet,,,,Undetermined,,1329.5,1329.5,58.0,,27.98,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,True,High,6.551392804233602,OK,FLOWLINE,Mill Creek,135971761,3010201.0,Nottoway,30102011205.0,Mill Creek,True,18003
Hall Dam,,,VA083048,,VA083048,Carl J Hall,Private,Private,0.0,No,,,,,Virginia,83048,36.6188,-78.9154,Virginia,Halifax,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,21.0,,,21,Less than 25 feet,350.0,,,Undetermined,,53.0,53.0,28.0,3.65,0.26,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,9.035173672276036,OK,WATERBODY,Halfway Creek,49587692,3010104.0,Lower Dan,30101040606.0,Coleman Creek-Hyco River,True,34013
Mclean Dam,,,VA003080,,VA003080,,Not Listed,Not Listed,0.0,No,,,,,Virginia,3080,38.0483,-78.5733,Virginia,Albemarle,,,trib. Ivy Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,28.0,,,28,25-50 feet,,,,Undetermined,,43.0,43.0,,,0.05,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,2.53226664050613,OK,WATERBODY,,{E4FD3EFE-9C4E-4C70-B63A-6FA1766786F8},2080204.0,Rivanna,20802040202.0,Little Ivy Creek-Ivy Creek,True,112513
Scott County Dam #5,16900dd062,,VA169010,,VA169010,,Not Listed,Not Listed,,No,,,,,Virginia,169010,36.8136,-82.495,Virginia,Scott,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,15.0,,,15,Less than 25 feet,,,,Undetermined,,57.88,57.88,2.5,2.5,0.03,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,AE,,True,High,223710.4243682497,INVALID,NONE,,,,,,,False,21536
Lower Tanyard Swamp Dam,,,VA033076,,VA033076,,Not Listed,Not Listed,0.0,No,,,,,Virginia,33076,37.9568,-77.3031,Virginia,Caroline,,,Tanyard Swamp,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,12.0,,,12,Less than 25 feet,275.0,,,Undetermined,,66.0,66.0,,,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,True,High,4.194941342041077,OK,FLOWLINE,Tanyard Swamp,61366729,2080105.0,Mattaponi,20801050403.0,Doctors Creek-Maracossic Creek,True,31181
Pulaski County Dam #5,15500dd078,,VA155011,,VA155011,,Not Listed,Not Listed,,No,,,,,Virginia,155011,37.1335,-80.729,Virginia,Pulaski,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,21.0,,,21,Less than 25 feet,,,,Undetermined,,60.52,60.52,36.0,5.8,0.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,31731.451498800456,INVALID,NONE,,,5050001.0,Upper New,50500011805.0,Back Creek,False,33841
Pattersons Corner Dam,,,VA033061,,VA033061,,Not Listed,Not Listed,0.0,No,,,,,Virginia,33061,37.9323,-77.4625,Virginia,Caroline,,,trib. Reedy Creek,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,20.0,,,20,Less than 25 feet,,,,Undetermined,,165.0,165.0,,,0.04,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,9.579636590097566,OK,FLOWLINE,,65072927,2080106.0,Pamunkey,20801060803.0,Long Creek-North Anna River,True,31181
Joann Arey Dam,07700dd058,,VA077009,,VA077009,JoAnn Arey,Private,Private,0.0,No,,,,,Virginia,77009,36.6031,-81.0339,Virginia,Grayson,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,27.0,,,27,25-50 feet,287.0,,,Undetermined,,42.0,42.0,,3.4,0.17,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,58502.416073899934,INVALID,NONE,,,5050001.0,Upper New,50500010501.0,Rock Creek-New River,False,15356
Cleremont Dam,,,VA107132,,VA107132,"Cleremont, LLC",Private,Private,,No,,,Other,Other,Virginia,107132,39.046,-77.866,Virginia,Loudoun,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,10.0,10.0,10.0,10,Less than 25 feet,,,,Undetermined,,80.0,80.0,,,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,11/7/2022,No,,Active,,No,A,,True,High,0.0,OK,WATERBODY,Jeffries Branch,51772233,2070008.0,Middle Potomac-Catoctin,20700080503.0,Panther Skin Creek,True,420773
Chattin Dam,01900dd087,,VA019066,,VA019066,David Chattin,Private,Private,0.0,No,,,Other,Other,Virginia,19066,37.2126,-79.711,Virginia,Bedford,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,24.0,,,24,Less than 25 feet,,,,Undetermined,,57.0,57.0,,5.39,0.03,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/9/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,,44345398,3010101.0,Upper Roanoke,30101010703.0,Stony Creek-Smith Mountain Lake,True,79761
Secondary Sediment Pond,,,VA085095,,VA085095,Martin Marietta Aggregates,Private,Private,0.0,No,,,Other,Other,Virginia,85095,37.8823,-77.5149,Virginia,Hanover,,0.5,,"Virginia, Congressional District 05",Yes,Yes,Department of Energy,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,30.0,,,30,25-50 feet,,,,Undetermined,,50.69,50.69,,3.17,0.09,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,Little River,{5EEE4887-E545-4903-B05A-5831E7A0DBD6},2080106.0,Pamunkey,20801060702.0,Lower Little River,True,110513
Fresh Water Pond,,,VA177039,,VA177039,Martin Marietta Aggregates,Private,Private,0.0,No,,,Other,Other,Virginia,177039,38.2058,-77.5626,Virginia,Spotsylvania,,,,"Virginia, Congressional District 07",Yes,Yes,Department of Energy,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,25.0,,,25,25-50 feet,450.0,,,Undetermined,,24.5,24.5,,1.64,0.0,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,No Data,,False,Unknown,0.0,OK,WATERBODY,Ni River,61381591,2080105.0,Mattaponi,20801050101.0,Ni River,True,141097
Jones Dam # 2,,,VA131008,,VA131008,,Not Listed,Not Listed,0.0,No,USDA NRCS,,Irrigation,Irrigation,Virginia,131008,37.2608,-75.9865,Virginia,Northampton,,0.0,,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,15.0,,,15,Less than 25 feet,350.0,,,Undetermined,,206.0,206.0,,,0.64,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,False,Low,17.54076002723662,OK,WATERBODY,,139119077,2080111.0,Pokomoke-Western Lower Delmarva,20801110902.0,Cherrystone Inlet-Frontal Chesapeake Bay,True,12132
Cool Spring Dam,,,VA177016,,VA177016,Wilderness/Presidential Resorts,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,177016,38.297,-77.6485,Virginia,Spotsylvania,,,,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,24.0,,,24,Less than 25 feet,,,,Undetermined,,900.0,900.0,,,5.46,,,,,,,,,,12/4/2022,8/11/2022,6.0,Low,Satisfactory,8/11/2022,No,,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/9/2021,No,,Active,,No,No Data,,False,Unknown,27.120482495173945,OK,WATERBODY,Cool Spring Lake,61381341,2080105.0,Mattaponi,20801050101.0,Ni River,True,141097
Paradise Lake Dam,,,VA011019,,VA011019,Paradise Lake Inc.,Private,Private,,No,,,Recreation,Recreation,Virginia,11019,37.3351,-78.937,Virginia,Appomattox,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,19.0,19.0,19.0,19,Less than 25 feet,,,,Undetermined,,58.6,58.6,,,,,,,,,,,,,12/4/2022,1/14/2022,6.0,Low,Fair,1/14/2022,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,Paradise Lake,150400543,3010102.0,Middle Roanoke,30101020201.0,Reedy Creek-Falling River,True,16253
Taylors Dam,,,VA127009,,VA127009,"The Jeffersonian Institute, LLC",Private,Private,0.0,No,,,Recreation,Recreation,Virginia,127009,37.4998,-76.8273,Virginia,New Kent,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,17.0,,,17,Less than 25 feet,800.0,,,Undetermined,,170.0,170.0,,,2.58,,,,,,,,,,12/4/2022,3/18/2022,,Low,Unsatisfactory,3/18/2022,No,,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/8/2021,No,,Active,,No,A,,True,High,19.71792175504388,OK,WATERBODY,Taylor Pond,65106537,2080106.0,Pamunkey,20801061102.0,Mill Creek-Pamunkey River,True,23296
Whitt Dam,,,VA083006,,VA083006,,Not Listed,Not Listed,0.0,No,,,Irrigation,Irrigation;Recreation,Virginia,83006,36.5767,-79.064,Virginia,Halifax,,0.0,WINNS CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,22.0,,,22,Less than 25 feet,,,,Undetermined,,59.0,59.0,27.0,,0.08,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,4.566067686080573,OK,WATERBODY,,{10F1A280-6FCF-4763-BEC3-AD4A0F98C996},3010104.0,Lower Dan,30101040303.0,Winns Creek,True,34013
Stroobants Dam,01900dd157,,VA019083,,VA019083,Maria H. Stroobants,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,19083,37.2571,-79.3416,Virginia,Bedford,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,34.0,,,34,25-50 feet,323.0,,,Undetermined,,255.0,255.0,,17.9,1.6,,,,,,,,,,12/4/2022,1/21/2016,1.0,High,Fair,1/21/2016,No,,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",2/18/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,9.208188891371236,OK,WATERBODY,,{61BCD880-296E-4006-8677-4FE90086AE06},3010101.0,Upper Roanoke,30101011501.0,Orrix Creek-Big Otter River,True,79761
Michie Dam,,,VA065005,,VA065005,,Not Listed,Not Listed,0.0,No,,,Irrigation,Irrigation;Recreation,Virginia,65005,37.9199,-78.3567,Virginia,Fluvanna,,,BOSTON CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,21.0,,,21,Less than 25 feet,295.0,,,Undetermined,,140.0,140.0,,,1.96,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,No Data,,False,Unknown,0.0,OK,WATERBODY,Lake View,66115262,2080204.0,Rivanna,20802040501.0,Stigger Creek-Rivanna River,True,27442
Jones Dam # 1,,,VA131007,,VA131007,,Not Listed,Not Listed,0.0,No,USDA NRCS,,Irrigation,Irrigation,Virginia,131007,37.2623,-75.9874,Virginia,Northampton,,0.0,,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,11.0,,,11,Less than 25 feet,426.0,,,Undetermined,,120.0,120.0,,,1.28,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,AE,,True,High,6.893937460795241,OK,WATERBODY,Old Plantation Creek,139119075,2080111.0,Pokomoke-Western Lower Delmarva,20801110902.0,Cherrystone Inlet-Frontal Chesapeake Bay,True,12132
Granville Farm Dam #2,061dd168,,VA061079,,VA061079,GRANVILLE FARM LLC,Private,Private,0.0,No,,,,,Virginia,61079,38.7343,-77.863,Virginia,Fauquier,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,17.0,,,17,Less than 25 feet,1800.0,,,Undetermined,,116.82,116.82,106.2,17.7,0.13,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,13.965545399619897,OK,WATERBODY,Great Run,66980276,2080103.0,Rapidan-Upper Rappahannock,20801030203.0,Great Run-Rappahannock River,True,73290
Lucas Dam,,,VA029023,,VA029023,,Not Listed,Not Listed,0.0,No,,,Irrigation,Irrigation;Recreation,Virginia,29023,37.5723,-78.6172,Virginia,Buckingham,,0.0,FORSIP CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,22.0,,,22,Less than 25 feet,200.0,,,Undetermined,,58.0,58.0,26.0,,0.45,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,Forsip Creek,39949602,2080203.0,Middle James-Buffalo,20802031302.0,Meadow Creek-North River,True,16869
Chesapeake Dam,,,VA007014,,VA007014,Chesapeake,Private,Private,0.0,No,USDA NRCS,,Irrigation,Irrigation;Recreation,Virginia,7014,37.4238,-78.1811,Virginia,Amelia,,0.0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,24.0,,,24,Less than 25 feet,225.0,,,Undetermined,,105.0,105.0,,,0.49,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,10.338164227939384,OK,WATERBODY,,61496115,2080207.0,Appomattox,20802070403.0,Sandy Creek-Appomattox River,True,13309
Round Hill Dam,107dd032,,VA107118,,VA107118,"ROUND HILL, TOWN OF",Local Government,Local Government,,No,,,,,Virginia,107118,39.1493,-77.8058,Virginia,Loudoun,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,42.0,42.0,42.0,42,25-50 feet,,,,Undetermined,,16.32,16.32,9.4,1.6,0.01,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,No Data,,False,Unknown,7.596346620774857,OK,WATERBODY,Round Hill Reservoir,51770079,2070008.0,Middle Potomac-Catoctin,20700080602.0,North Fork Goose Creek,True,420773
Hackett Dam,,,VA029077,,VA029077,Warren David Hackett,Private,Private,,No,,,Other,Other,Virginia,29077,37.4485,-78.6955,Virginia,Buckingham,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,29.0,29.0,29.0,29,25-50 feet,,,,Undetermined,,69.7,69.7,39.1,4.3,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,11/30/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,Holiday Creek,{4EAF458A-4CC6-4895-9638-72B31B7B2C70},2080207.0,Appomattox,20802070203.0,Fishpond Creek-Appomattox River,True,16869
Goodwyn Lake Dam,,,VA145050,,VA145050,Goodwyn Lake LLC,Private,Private,0.0,No,,,,,Virginia,145050,37.5602,-77.9027,Virginia,Powhatan,,,Branch Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,22.0,,,22,Less than 25 feet,,,,Undetermined,,434.0,434.0,,,3.07,,,,,,,,,,12/4/2022,11/22/2022,,Undetermined,Fair,11/22/2022,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,True,High,14.918114996102297,OK,WATERBODY,Branch Creek,62589748,2080205.0,Middle James-Willis,20802050601.0,Fine Creek-James River,True,30503
Goldberg Beaver Dam,,,VA023011,,VA023011,Kieth & Theresa Goldberg,Private,Private,0.0,No,,,Irrigation,Irrigation,Virginia,23011,37.7683,-79.7685,Virginia,Botetourt,,0.6,,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,15.0,,,15,Less than 25 feet,420.0,,,Undetermined,,96.0,96.0,60.0,16.0,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,True,High,0.0,OK,WATERBODY,Lick Run,{800A8E96-4BC5-408B-A3E7-41C36DFDED66},2080201.0,Upper James,20802010901.0,Big Creek-James River,True,33734
Bruce Turner Dam,187dd031,,VA187013,,VA187013,"TURNER, BRUCE L & SUZANNE O",Private,Private,0.0,No,,,,,Virginia,187013,38.8102,-78.2704,Virginia,Warren,,,,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,52.0,,,52,51-100 feet,275.0,,,Undetermined,,47.84,47.84,45.08,2.3,0.05,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,499.62402659910697,REVIEW,FLOWLINE,,41355825,2070005.0,South Fork Shenandoah,20700051002.0,Flint Run-South Fork Shenandoah River,True,40800
Wilck Dam,,,VA049038,,VA049038,Joe H. Wilck Jr.,Private,Private,0.0,No,,,Recreation,Recreation;Irrigation,Virginia,49038,37.3716,-78.344,Virginia,Cumberland,,0.0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,19.0,,,19,Less than 25 feet,,,,Undetermined,,50.0,50.0,,,0.08,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,14.817126602433978,OK,WATERBODY,,61497157,2080207.0,Appomattox,20802070402.0,Angola Creek-Appomattox River,True,9697
Feldspar Corp. Dam #2,,,VA085031,,VA085031,The Feldspar Corp.,Private,Private,0.0,No,,,Other,Other,Virginia,85031,37.7595,-77.7009,Virginia,Hanover,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Energy,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,25.0,,,25,25-50 feet,,,,Undetermined,,1392.0,1392.0,,,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,AE,,True,High,11.637502381706698,OK,WATERBODY,South Anna River,65105043,2080106.0,Pamunkey,20801060302.0,Turkey Creek-South Anna River,True,110513
