Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,American Indian/Alaska Native/Native Hawaiian,Dam Status,Deleted Reason,Has Photo?,FEMA_Flood_Zone,FEMA_Zone_Subtype,FEMA_In_SFHA,Flood_Risk_Category
Woody Dam,06700dd135,,VA067031,,VA067031,Jeffrey Woody,Private,Private,0,No,,,,,Virginia,67031,36.9255,-79.8508,Virginia,Franklin,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,31,,,31,25-50 feet,380,,,Undetermined,,51.73,51.73,23,2.5,0.1,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Buckingham County Dam #39,029dd101,,VA029064,,VA029064,,Not Listed,Not Listed,0,No,,,,,Virginia,29064,37.3962,-78.4611,Virginia,Buckingham,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,22,,,22,Less than 25 feet,350,,,Undetermined,,111.8,111.8,43.85,7.56,0.84,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Buckingham County Dam #15,029dd043,,VA029048,,VA029048,,Not Listed,Not Listed,0,No,,,,,Virginia,29048,37.5713,-78.5834,Virginia,Buckingham,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,27,,,27,25-50 feet,,,,Undetermined,,30.35,30.35,17.2,2.1,0.01,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Amelia County Dam # 14,007dd018,,VA007025,,VA007025,,Not Listed,Not Listed,0,No,,,,,Virginia,7025,37.3839,-77.9768,Virginia,Amelia,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,23,,,23,Less than 25 feet,520,,,Undetermined,,329.08,329.08,177.54,26.9,1.79,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Amelia County Dam # 13,007dd016,,VA007024,,VA007024,,Not Listed,Not Listed,0,No,,,,,Virginia,7024,37.4353,-77.8774,Virginia,Amelia,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,25,,,25,25-50 feet,500,,,Undetermined,,146.71,146.71,87.2,11.18,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Bultje Dam,,,VA007017,,VA007017,Ben Underwood,Private,Private,0,No,,,Recreation,Recreation,Virginia,7017,37.3553,-78.0606,Virginia,Amelia,,0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,20,,,20,Less than 25 feet,,,,Undetermined,,223,223,,,0.56,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Westmoreland County Dam #4,193dd056,,VA193018,,VA193018,,Not Listed,Not Listed,0,No,,,,,Virginia,193018,38.1063,-76.8275,Virginia,Westmoreland,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,24,,,24,Less than 25 feet,,,,Undetermined,,52.32,52.32,22,2.5,0.19,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Patricia Gills Dam,049dd003,,VA049049,,VA049049,"GILLS, PATRICIA A.",Private,Private,0,No,,,,,Virginia,49049,37.7125,-78.1089,Virginia,Cumberland,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,34,,,34,25-50 feet,340,,,Undetermined,,104.25,104.25,70.8,6,0.11,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Amelia County Dam # 1,007dd001,,VA007020,,VA007020,,Not Listed,Not Listed,0,No,,,,,Virginia,7020,37.4143,-78.201,Virginia,Amelia,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,35,,,35,25-50 feet,400,,,Undetermined,,430.9,430.9,265.1,20.55,0.59,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Adkins Dam,01600dd147,,VA067032,,VA067032,Stewart Adkins,Private,Private,0,No,,,,,Virginia,67032,36.9295,-79.6299,Virginia,Franklin,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,30,,,30,25-50 feet,240,,,Undetermined,,41.18,41.18,28,2.8,0.12,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Seabright Dam,,,VA003102,,VA003102,,Not Listed,Not Listed,0,No,,,,,Virginia,3102,38.03,-78.3333,Virginia,Albemarle,,,trib. Chopping Branch,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,31,,,31,25-50 feet,,,,Undetermined,,59,59,,,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,TRUE,High
Fluvanna County Dam #4,065dd025,,VA065033,,VA065033,,Not Listed,Not Listed,0,No,,,,,Virginia,65033,37.9544,-78.3439,Virginia,Fluvanna,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,32,,,32,25-50 feet,,,,Undetermined,,41.98,41.98,33.1,2.9,0.11,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Buckingham County Dam #9,029dd026,,VA029069,,VA029069,,Not Listed,Not Listed,0,No,,,,,Virginia,29069,37.651,-78.3355,Virginia,Buckingham,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,25,,,25,25-50 feet,500,,,Undetermined,,152.88,152.88,116.16,13.2,0.94,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Mcdannald Dam,,,VA083069,,VA083069,H S McDannald Jr,Private,Private,0,No,,,,,Virginia,83069,36.8045,-78.6953,Virginia,Halifax,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,16,,,16,Less than 25 feet,630,,,Undetermined,,90,90,50,9.9,0.76,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Daniel Mcdowell Dam,069dd028,,VA069024,,VA069024,Daniel McDowell,Private,Private,0,No,,,,,Virginia,69024,39.2253,-78.3671,Virginia,Frederick,,,,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,19,,,19,Less than 25 feet,550,,,Undetermined,,104.2,104.2,65.54,11.3,0.45,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Boyce Dam,,,VA141050,,VA141050,Boyce Inc,Private,Private,0,No,,,Recreation,Recreation,Virginia,141050,36.6837,-80.2019,Virginia,Patrick,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,35,,,35,25-50 feet,360,,,Undetermined,,27,27,21,1.7,1,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Fluvanna County Dam #11,065dd084,,VA065029,,VA065029,,Not Listed,Not Listed,0,No,,,,,Virginia,65029,37.7335,-78.2556,Virginia,Fluvanna,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,25,,,25,25-50 feet,400,,,Undetermined,,101.63,101.63,62.73,7.65,0.25,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,No Data,,FALSE,Unknown
Kellys Dam,,,VA101014,,VA101014,,Not Listed,Not Listed,0,No,,,Recreation,Recreation,Virginia,101014,37.7861,-77.1589,Virginia,King William,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,24,,,24,Less than 25 feet,,,,Undetermined,,76,76,,,0.27,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Fluvanna County Dam #12,065dd087,,VA065030,,VA065030,,Not Listed,Not Listed,0,No,,,,,Virginia,65030,37.7006,-78.2484,Virginia,Fluvanna,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,32,,,32,25-50 feet,400,,,Undetermined,,62.74,62.74,42.5,3.9,0.16,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,No Data,,FALSE,Unknown
Clowser Dam,043dd006,,VA043004,,VA043004,CLOWSER KEVIN & LEAH TAYLOR,Private,Private,0,No,,,,,Virginia,43004,39.1555,-78.0683,Virginia,Clarke,,,,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,13,,,13,Less than 25 feet,300,,,Undetermined,,156.46,156.46,28.78,13.2,1.9,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Amelia County Dam # 8,007dd009,,VA007040,,VA007040,,Not Listed,Not Listed,0,No,,,,,Virginia,7040,37.3634,-78.2121,Virginia,Amelia,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,33,,,33,25-50 feet,320,,,Undetermined,,94.78,94.78,80.64,6.3,0.15,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Lancaster County Dam #1,103dd001,,VA103008,,VA103008,,Not Listed,Not Listed,0,No,,,,,Virginia,103008,37.8104,-76.5357,Virginia,Lancaster,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,18,,,18,Less than 25 feet,280,,,Undetermined,,117.5,117.5,67.5,12.5,0.73,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,No Data,,FALSE,Unknown
Buckingham County Dam #13,029dd036,,VA029046,,VA029046,,Not Listed,Not Listed,0,No,,,,,Virginia,29046,37.5492,-78.6228,Virginia,Buckingham,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,37,,,37,25-50 feet,460,,,Undetermined,,165.76,165.76,131.3,10.1,0.18,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Garretts Dam,,,VA101018,,VA101018,,Not Listed,Not Listed,0,No,,,Recreation,Recreation,Virginia,101018,37.6906,-76.9742,Virginia,King William,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,18,,,18,Less than 25 feet,,,,Undetermined,,128,128,,,1.63,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Fluvanna County Dam #5,065dd028,,VA065034,,VA065034,,Not Listed,Not Listed,0,No,,,,,Virginia,65034,37.9439,-78.2355,Virginia,Fluvanna,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,24,,,24,Less than 25 feet,340,,,Undetermined,,139.78,139.78,58.5,7.9,0.5,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Vansickler Dam,069dd010,,VA069044,,VA069044,"VANSICKLER, GARY D & BIRGIT",Private,Private,0,No,,,,,Virginia,69044,39.3253,-78.2378,Virginia,Frederick,,,,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,29,,,29,25-50 feet,,,,Undetermined,,35.91,35.91,20.8,2.1,0.04,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Amelia County Dam # 21,007dd034,,VA007033,,VA007033,,Not Listed,Not Listed,0,No,,,,,Virginia,7033,37.2272,-77.9277,Virginia,Amelia,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,21,,,21,Less than 25 feet,400,,,Undetermined,,189.25,189.25,104.88,15.2,0.67,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Northumberland County Dam #1,133dd004,,VA133010,,VA133010,,Not Listed,Not Listed,0,No,,,,,Virginia,133010,37.9597,-76.5028,Virginia,Northumberland,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,28,,,28,25-50 feet,,,,Undetermined,,31.58,31.58,22.5,2.3,0.03,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Hodges Dam,06700dd086,,VA067027,,VA067027,Susan Hodges,Private,Private,0,No,,,,,Virginia,67027,36.8844,-79.8561,Virginia,Franklin,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,29,,,29,25-50 feet,330,,,Undetermined,,26.68,26.68,18.5,1.9,0.1,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Buckingham County Dam #24,029dd076,,VA029055,,VA029055,,Not Listed,Not Listed,0,No,,,,,Virginia,29055,37.5218,-78.4571,Virginia,Buckingham,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,26,,,26,25-50 feet,640,,,Undetermined,,148,148,93.24,11.1,2.31,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,TRUE,High
Prillaman Dam,06700dd014,,VA067019,,VA067019,Kyle Smith,Private,Private,0,No,,,,,Virginia,67019,36.8309,-79.9227,Virginia,Franklin,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,46,,,46,25-50 feet,250,,,Undetermined,,47.1,47.1,32.5,1.98,0.05,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Leroy Dam,041dd141,,VA041095,,VA041095,Lin Leroy Family RLLP,Private,Private,0,No,,,,,Virginia,41095,37.3226,-77.5656,Virginia,Chesterfield,,,,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,25,,,25,25-50 feet,440,,,Undetermined,,148.27,148.27,82.17,9.9,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Amelia County Dam # 11,007dd013,,VA007022,,VA007022,,Not Listed,Not Listed,0,No,,,,,Virginia,7022,37.457,-78.0486,Virginia,Amelia,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,23,,,23,Less than 25 feet,525,,,Undetermined,,166.41,166.41,104.4,14.5,1.21,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,TRUE,High
Apple Grove Dam,,,VA109061,,VA109061,,Not Listed,Not Listed,0,No,,,Fish and Wildlife Pond,Fish and Wildlife Pond,Virginia,109061,37.9173,-77.8798,Virginia,Louisa,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,12,,,12,Less than 25 feet,,,,Undetermined,,75,75,,,2.85,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Amelia County Dam # 15,007dd020,,VA007026,,VA007026,,Not Listed,Not Listed,0,No,,,,,Virginia,7026,37.3782,-77.9405,Virginia,Amelia,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,22,,,22,Less than 25 feet,500,,,Undetermined,,192.63,192.63,107.1,15.3,0.92,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Smith Dam,033dd183,,VA033119,,VA033119,Floyd Smith Jr. Est,Private,Private,0,No,,,,,Virginia,33119,37.9949,-77.4741,Virginia,Caroline,,,,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,11,,,11,Less than 25 feet,350,,,Undetermined,,85.18,85.18,48.98,16.89,2.14,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,TRUE,High
Farmington Dam,,,VA003087,,VA003087,,Not Listed,Not Listed,0,No,,,,,Virginia,3087,38.0631,-78.5355,Virginia,Albemarle,,,trib. Ivy Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,30,,,30,25-50 feet,,,,Undetermined,,33,33,,,0.04,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Bunivan Dam,049dd008,,VA049043,,VA049043,"DUNIVAN, HOWARD & CHRISTINE O.",Private,Private,0,No,,,,,Virginia,49043,37.7079,-78.1657,Virginia,Cumberland,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,25,,,25,25-50 feet,350,,,Undetermined,,61.9,61.9,46.29,5.26,0.27,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Adame Dam,14100dd114,,VA141034,,VA141034,Nancy A Adame,Private,Private,0,No,,,,,Virginia,141034,36.5828,-80.5998,Virginia,Patrick,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,31,,,31,25-50 feet,250,,,Undetermined,,39.53,39.53,19.6,2,0.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Buckingham County Dam #35,029dd094,,VA029061,,VA029061,,Not Listed,Not Listed,0,No,,,,,Virginia,29061,37.4002,-78.5988,Virginia,Buckingham,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,25,,,25,25-50 feet,440,,,Undetermined,,108.7,108.7,54.26,7.14,2.6,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Wissel Roy Dam,003dd128,,VA003030,,VA003030,"WISSEL, ROY",Private,Private,0,No,,,,,Virginia,3030,37.7692,-78.5336,Virginia,Albemarle,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,38,,,38,25-50 feet,,,,Undetermined,,59.74,59.74,42,3,0.12,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Amelia County Dam # 18,007dd024,,VA007029,,VA007029,,Not Listed,Not Listed,0,No,,,,,Virginia,7029,37.3132,-77.8317,Virginia,Amelia,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,31,,,31,25-50 feet,680,,,Undetermined,,135.78,135.78,93.12,9.7,0.1,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Ware Dam,,,VA083056,,VA083056,Charles Ware,Private,Private,0,No,,,Other,Other,Virginia,83056,36.6237,-78.876,Virginia,Halifax,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,28,,,28,25-50 feet,730,,,Undetermined,,271,271,208,5.2,0.83,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Bruce Bryant Dam,03500dd164,,VA035015,,VA035015,,Not Listed,Not Listed,,No,,,,,Virginia,35015,36.8333,-80.7147,Virginia,Carroll,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,26,,,26,25-50 feet,325,,,Undetermined,,49.27,49.27,34.8,4,0.27,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Menmuir Dam,061dd311,,VA061100,,VA061100,"MENMUIR, VIRGINIA M TRUSTEE",Private,Private,0,No,,,,,Virginia,61100,38.4699,-77.7214,Virginia,Fauquier,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,28,,,28,25-50 feet,430,,,Undetermined,,140,140,110,11,0.15,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
